_id,status,sub_technology,technology,tool,work_type
14,ACTIVE,AWS,Java,Mobile Services,Coding & Development
15,ACTIVE,PaaS,Java,CloudFoundry,Coding & Development
16,ACTIVE,PaaS,Java,IBM Bluemix,Coding & Development
17,ACTIVE,DB2,Mainframe,DB2-DBA,Coding & Development
18,ACTIVE,Oracle_Apps DBA,Oracle,,Coding & Development
19,ACTIVE,Oracle_Apps Delivery Manager,Oracle,,Coding & Development
20,ACTIVE,Oracle_Apps Program Manager,Oracle,,Coding & Development
21,ACTIVE,Oracle_Apps Project Manager,Oracle,,Coding & Development
22,ACTIVE,Oracle_Apps Technical,Oracle,Oracle_Apps Technical_ADF,Coding & Development
23,ACTIVE,Oracle_Apps Technical,Oracle,Oracle_Apps Technical_OAF,Coding & Development
24,ACTIVE,Oracle_Apps Technical,Oracle,Oracle_Apps_Forms_Reports,Coding & Development
25,ACTIVE,Oracle_Apps Technical,Oracle,Oracle_Apps_Technical_MSCA,Coding & Development
26,ACTIVE,Oracle_CRM Cloud,Oracle,Oracle_CRM Fusion_RightNow Service,Coding & Development
27,ACTIVE,Oracle_CRM Cloud,Oracle,Oracle_CRM Fusion_Sales,Coding & Development
28,ACTIVE,Oracle_CRM Cloud,Oracle,Oracle_CRM Fusion_TOA_Field Service,Coding & Development
29,ACTIVE,Oracle_CRM Cloud,Oracle,Oracle_CRM Marketing_BlueKai,Coding & Development
30,ACTIVE,Oracle_CRM Cloud,Oracle,Oracle_CRM Marketing_Compendium,Coding & Development
31,ACTIVE,Oracle_CRM Cloud,Oracle,Oracle_CRM Marketing_Eloqua,Coding & Development
32,ACTIVE,Oracle_CRM Cloud,Oracle,Oracle_CRM Marketing_Responsys,Coding & Development
33,ACTIVE,Oracle_CRM Service,Oracle,Oracle_CRM Service_DepotRepair,Coding & Development
34,ACTIVE,Oracle_CRM Service,Oracle,Oracle_CRM Service_Field Service,Coding & Development
35,ACTIVE,Oracle_CRM Service,Oracle,Oracle_CRM Service_Install Base,Coding & Development
36,ACTIVE,Oracle_CRM Service,Oracle,Oracle_CRM_TeleService,Coding & Development
37,ACTIVE,Oracle_Financials,Oracle,Oracle_Financials_Accounts Payable,Coding & Development
38,ACTIVE,Oracle_Financials,Oracle,Oracle_Financials_Accounts Receivable,Coding & Development
39,ACTIVE,Oracle_Financials,Oracle,Oracle_Financials_Cash Management,Coding & Development
40,ACTIVE,Oracle_Financials,Oracle,Oracle_Financials_Fixed Assets,Coding & Development
41,ACTIVE,Oracle_Financials,Oracle,Oracle_Financials_General Ledger,Coding & Development
42,ACTIVE,Oracle_Financials Cloud,Oracle,Oracle_Financials Cloud_Accounts Payable,Coding & Development
43,ACTIVE,Oracle_Financials Cloud,Oracle,Oracle_Financials Cloud_Accounts Receivable,Coding & Development
44,ACTIVE,Oracle_Financials Cloud,Oracle,Oracle_Financials Cloud_Cash Management,Coding & Development
45,ACTIVE,Oracle_Financials Cloud,Oracle,Oracle_Financials Cloud_Fixed Assets,Coding & Development
46,ACTIVE,Oracle_Financials Cloud,Oracle,Oracle_Financials Cloud_General Ledger,Coding & Development
47,ACTIVE,Oracle_Fusion Technical,Oracle,Oracle_Fusion_Java,Coding & Development
48,ACTIVE,Oracle_Fusion Technical,Oracle,Oracle_Fusion_Technical,Coding & Development
49,ACTIVE,Oracle_Global Trade Management,Oracle,,Coding & Development
50,ACTIVE,Oracle_HCM,Oracle,Oracle_HCM_Advanced Benefits,Coding & Development
51,ACTIVE,Oracle_HCM,Oracle,Oracle_HCM_Compensation Workbench,Coding & Development
52,ACTIVE,Oracle_HCM,Oracle,Oracle_HCM_Core HR,Coding & Development
53,ACTIVE,Oracle_HCM,Oracle,Oracle_HCM_IRecruitment,Coding & Development
54,ACTIVE,Oracle_HCM,Oracle,Oracle_HCM_OTL,Coding & Development
55,ACTIVE,Oracle_HCM,Oracle,Oracle_HCM_Payroll,Coding & Development
56,ACTIVE,Oracle_HCM,Oracle,Oracle_HCM_Performance Management,Coding & Development
57,ACTIVE,Oracle_HCM,Oracle,Oracle_HCM_SSHR,Coding & Development
58,ACTIVE,Oracle_HCM_Cloud,Oracle,Oracle_HCM Cloud_Benefits,Coding & Development
59,ACTIVE,Oracle_HCM_Cloud,Oracle,Oracle_HCM Cloud_Global HR,Coding & Development
60,ACTIVE,Oracle_HCM_Cloud,Oracle,Oracle_HCM Cloud_Payroll,Coding & Development
61,ACTIVE,Oracle_HCM_Cloud,Oracle,Oracle_HCM Cloud_Talent Management,Coding & Development
62,ACTIVE,Oracle_HCM_Cloud,Oracle,Oracle_HCM Cloud_Time and Labor,Coding & Development
63,ACTIVE,Oracle_HCM_Cloud,Oracle,Oracle_HCM Cloud_Workforce Compensation,Coding & Development
64,ACTIVE,Oracle_HCM_Cloud,Oracle,Oracle_Taleo Recruitment & Onboarding,Coding & Development
65,ACTIVE,Oracle_HCM_Cloud,Oracle,Oracle_Taleo_Learn,Coding & Development
66,ACTIVE,Oracle_Hyperion_EPM,Oracle,Oracle_Hyperion_DRM,Coding & Development
67,ACTIVE,Oracle_Hyperion_EPM,Oracle,Oracle_Hyperion_HFM,Coding & Development
68,ACTIVE,Oracle_Hyperion_EPM,Oracle,Oracle_Hyperion_HPCM,Coding & Development
69,ACTIVE,Oracle_Hyperion_EPM,Oracle,Oracle_Hyperion_Planning and Budgeting,Coding & Development
70,ACTIVE,Oracle_PL/SQL,Oracle,Oracle_PL/SQL_Database,Coding & Development
71,ACTIVE,Oracle_PL/SQL,Oracle,Oracle_PL/SQL_Forms,Coding & Development
72,ACTIVE,Oracle_PL/SQL,Oracle,Oracle_PL/SQL_Forms Database,Coding & Development
73,ACTIVE,Oracle_PL/SQL,Oracle,Oracle_PL/SQL_Forms_Reports,Coding & Development
74,ACTIVE,Oracle_PL/SQL,Oracle,Oracle_PL/SQL_Forms_Reports_Database,Coding & Development
75,ACTIVE,Oracle_Portal,Oracle,,Coding & Development
76,ACTIVE,Oracle_POS,Oracle,,Coding & Development
77,ACTIVE,Oracle_Projects,Oracle,Oracle_Projects_Billing,Coding & Development
78,ACTIVE,Oracle_Projects,Oracle,Oracle_Projects_Costing,Coding & Development
79,ACTIVE,Oracle_Projects,Oracle,Oracle_Projects_Project Management,Coding & Development
80,ACTIVE,Oracle_Projects Fusion,Oracle,Oracle_Projects_Fusion_Financials_Management,Coding & Development
81,ACTIVE,Oracle_Projects Fusion,Oracle,Oracle_Projects_Fusion_Project Management,Coding & Development
82,ACTIVE,Oracle_Retail,Oracle,Oracle_Retail_Merchandising Systems,Coding & Development
83,ACTIVE,Oracle_Retail,Oracle,Oracle_Retail_Pricing System,Coding & Development
84,ACTIVE,Oracle_Retail,Oracle,Oracle_Retail_Store_Management,Coding & Development
85,ACTIVE,Oracle_SCM,Oracle,Oracle_SCM_Costing,Coding & Development
86,ACTIVE,Oracle_SCM,Oracle,Oracle_SCM_Inventory,Coding & Development
87,ACTIVE,Oracle_SCM,Oracle,Oracle_SCM_iProcurement,Coding & Development
88,ACTIVE,Oracle_SCM,Oracle,Oracle_SCM_iStore,Coding & Development
89,ACTIVE,Oracle_SCM,Oracle,Oracle_SCM_Manufacturing,Coding & Development
90,ACTIVE,Oracle_SCM,Oracle,Oracle_SCM_OM,Coding & Development
91,ACTIVE,Oracle_SCM,Oracle,Oracle_SCM_Purchasing,Coding & Development
92,ACTIVE,Oracle_SCM Fusion,Oracle,Oracle_SCM Fusion_Inventory,Coding & Development
93,ACTIVE,Oracle_SCM Fusion,Oracle,Oracle_SCM Fusion_Manufacturing,Coding & Development
94,ACTIVE,Oracle_SCM Fusion,Oracle,Oracle_SCM Fusion_OM,Coding & Development
95,ACTIVE,Oracle_SCM Fusion,Oracle,Oracle_SCM Fusion_Procurement,Coding & Development
96,ACTIVE,Oracle_SCP,Oracle,Oracle_SCP_ASCP,Coding & Development
97,ACTIVE,Oracle_SCP,Oracle,Oracle_SCP_Demantra,Coding & Development
98,ACTIVE,Oracle_Transporation Management,Oracle,Oracle_OTM_Carrier Sourcing,Coding & Development
99,ACTIVE,Oracle_Transporation Management,Oracle,Oracle_OTM_Fleet Management,Coding & Development
100,ACTIVE,Oracle_Transporation Management,Oracle,Oracle_OTM_Freight Payment & Billing,Coding & Development
101,ACTIVE,Oracle_Transporation Management,Oracle,Oracle_OTM_Transportation Intelligence,Coding & Development
102,ACTIVE,Oracle_WMS,Oracle,Oracle_Apps_MSCA,Coding & Development
103,ACTIVE,Oracle_WMS,Oracle,Oracle_Apps_WMS,Coding & Development
104,ACTIVE,Oracle_WMS,Oracle,Oracle_Apps_Yard Management,Coding & Development
105,ACTIVE,PeopleSoft_HCM,Oracle,PeopleSoft_HCM,Coding & Development
106,ACTIVE,BPCS,SAP,,Coding & Development
107,ACTIVE,SAP_ABAP,SAP,SAP_ABAP_Adode Forms,Coding & Development
108,ACTIVE,SAP_ABAP,SAP,SAP_ABAP_BI,Coding & Development
109,ACTIVE,SAP_ABAP,SAP,SAP_ABAP_CRM,Coding & Development
110,ACTIVE,SAP_ABAP,SAP,SAP_ABAP_HR,Coding & Development
111,ACTIVE,SAP_ABAP,SAP,SAP_ABAP_Webdynpro,Coding & Development
112,ACTIVE,SAP_ABAP,SAP,SAP_ABAP_Workflow,Coding & Development
113,ACTIVE,SAP_ABAP,SAP,SAP_OOPS,Coding & Development
114,ACTIVE,SAP_ABAP,SAP,"SAP_SCM (APO, MM, PP)",Coding & Development
115,ACTIVE,SAP_AFS,SAP,,Coding & Development
116,ACTIVE,SAP_APO,SAP,SAP_APO_CIF,Coding & Development
117,ACTIVE,SAP_APO,SAP,SAP_APO_DP,Coding & Development
118,ACTIVE,SAP_APO,SAP,SAP_APO_GATP,Coding & Development
119,ACTIVE,SAP_APO,SAP,SAP_APO_PP,Coding & Development
120,ACTIVE,SAP_APO,SAP,SAP_APO_PPDS,Coding & Development
121,ACTIVE,SAP_APO,SAP,SAP_APO_SNC,Coding & Development
122,ACTIVE,SAP_APO,SAP,SAP_APO_SNP,Coding & Development
123,ACTIVE,SAP_APO,SAP,SAP_APO_TM,Coding & Development
124,ACTIVE,SAP_APO,SAP,SAP_APO_TPVS,Coding & Development
125,ACTIVE,SAP_BASIS,SAP,SAP_ GRC,Coding & Development
126,ACTIVE,SAP_BASIS,SAP,SAP_ Upgrade,Coding & Development
127,ACTIVE,SAP_BASIS,SAP,SAP_Solman,Coding & Development
128,ACTIVE,SAP_BCS,SAP,,Coding & Development
129,ACTIVE,SAP_BPC,SAP,,Coding & Development
130,ACTIVE,SAP_Business Analyst,SAP,,Coding & Development
131,ACTIVE,SAP_BW,SAP,SAP ABAP,Coding & Development
132,ACTIVE,SAP_BW,SAP,SAP BOBJ,Coding & Development
133,ACTIVE,SAP_BW,SAP,SAP_ BW_CRM,Coding & Development
134,ACTIVE,SAP_BW,SAP,SAP_BPC,Coding & Development
135,ACTIVE,SAP_BW,SAP,SAP_BW,Coding & Development
136,ACTIVE,SAP_BW,SAP,SAP_BW_ABAP,Coding & Development
137,ACTIVE,SAP_BW,SAP,SAP_BW_APO,Coding & Development
138,ACTIVE,SAP_BW,SAP,SAP_BW_COPA,Coding & Development
139,ACTIVE,SAP_BW,SAP,SAP_BW_FI,Coding & Development
140,ACTIVE,SAP_BW,SAP,SAP_BW_HANA,Coding & Development
141,ACTIVE,SAP_BW,SAP,SAP_BW_HR,Coding & Development
142,ACTIVE,SAP_BW,SAP,SAP_BW_IP,Coding & Development
143,ACTIVE,SAP_BW,SAP,SAP_BW_LO,Coding & Development
144,ACTIVE,SAP_CO,SAP,SAP_CO,Coding & Development
145,ACTIVE,SAP_CO,SAP,SAP_CO_ABC,Coding & Development
146,ACTIVE,SAP_CO,SAP,SAP_CO_COPA,Coding & Development
147,ACTIVE,SAP_CO,SAP,SAP_CO_Material Ledger,Coding & Development
148,ACTIVE,SAP_CO,SAP,SAP_CO_Product Costing,Coding & Development
149,ACTIVE,SAP_CRM,SAP,SAP_C4C,Coding & Development
150,ACTIVE,SAP_CRM,SAP,SAP_C4S,Coding & Development
151,ACTIVE,SAP_CRM,SAP,SAP_CRM,Coding & Development
152,ACTIVE,SAP_CRM,SAP,SAP_CRM Service,Coding & Development
153,ACTIVE,SAP_CRM,SAP,SAP_CRM_Channel Management,Coding & Development
154,ACTIVE,SAP_CRM,SAP,SAP_CRM_CIC,Coding & Development
155,ACTIVE,SAP_CRM,SAP,SAP_CRM_Loyalty Management,Coding & Development
156,ACTIVE,SAP_CRM,SAP,SAP_CRM_Marketing,Coding & Development
157,ACTIVE,SAP_CRM,SAP,SAP_CRM_Middle Ware,Coding & Development
158,ACTIVE,SAP_CRM,SAP,SAP_CRM_Mobility,Coding & Development
159,ACTIVE,SAP_CRM,SAP,SAP_CRM_Sales,Coding & Development
160,ACTIVE,SAP_CRM,SAP,SAP_CRM_Service,Coding & Development
161,ACTIVE,SAP_CRM,SAP,SAP_CRM_TPM,Coding & Development
162,ACTIVE,SAP_CRM,SAP,SAP_CRM_Web Channel,Coding & Development
163,ACTIVE,SAP_CRM,SAP,SAP_Hybris Marketing,Coding & Development
164,ACTIVE,SAP_CRM_HANA,SAP,SAP_HANA SLT(hybris marketing),Coding & Development
165,ACTIVE,SAP_CRM_HANA,SAP,SAP_HCI (Hana Cloud Integration),Coding & Development
167,ACTIVE,SAP_FI,SAP,SAP_FI,Coding & Development
168,ACTIVE,SAP_FI,SAP,SAP_FI_FSCM,Coding & Development
169,ACTIVE,SAP_FI,SAP,SAP_FI_IM,Coding & Development
170,ACTIVE,SAP_FI,SAP,SAP_FI_New GL,Coding & Development
171,ACTIVE,SAP_FIORI,SAP,,Coding & Development
172,ACTIVE,SAP_HANA,SAP,Admin/SLT,Coding & Development
173,ACTIVE,SAP_HANA,SAP,Modelling,Coding & Development
174,ACTIVE,SAP_HANA,SAP,Native HANA,Coding & Development
175,ACTIVE,SAP_HANA,SAP,SAP BOBJ,Coding & Development
176,ACTIVE,SAP_HANA,SAP,SAP BPC,Coding & Development
177,ACTIVE,SAP_HANA,SAP,SAP IP,Coding & Development
178,ACTIVE,SAP_HCM,SAP,SAP_HCM,Coding & Development
179,ACTIVE,SAP_HCM,SAP,SAP_HCM_CSP,Coding & Development
180,ACTIVE,SAP_HCM,SAP,SAP_HCM_ECM,Coding & Development
181,ACTIVE,SAP_HCM,SAP,SAP_HCM_EREC,Coding & Development
182,ACTIVE,SAP_HCM,SAP,SAP_HCM_ESS/MSS,Coding & Development
183,ACTIVE,SAP_HCM,SAP,SAP_HCM_LSO,Coding & Development
184,ACTIVE,SAP_HCM,SAP,SAP_HCM_OM,Coding & Development
185,ACTIVE,SAP_HCM,SAP,SAP_HCM_OSA,Coding & Development
186,ACTIVE,SAP_HCM,SAP,SAP_HCM_PA,Coding & Development
187,ACTIVE,SAP_HCM,SAP,SAP_HCM_PAYROLL,Coding & Development
188,ACTIVE,SAP_HCM,SAP,SAP_HCM_PD,Coding & Development
189,ACTIVE,SAP_HCM,SAP,SAP_HCM_TEM,Coding & Development
190,ACTIVE,SAP_HCM,SAP,SAP_HCM_TM,Coding & Development
191,ACTIVE,SAP_HCM,SAP,SAP_HCM_Travel,Coding & Development
192,ACTIVE,SAP_IS_Retail,SAP,SAP_IS_Retail_MM,Coding & Development
193,ACTIVE,SAP_IS_Retail,SAP,SAP_IS_Retail_SD,Coding & Development
194,ACTIVE,SAP_MDM,SAP,,Coding & Development
195,ACTIVE,SAP_MM,SAP,,Coding & Development
196,ACTIVE,SAP_Mobility,SAP,,Coding & Development
197,ACTIVE,SAP_PM,SAP,,Coding & Development
198,ACTIVE,SAP_Portal,SAP,SAP_EP (Core),Coding & Development
199,ACTIVE,SAP_Portal,SAP,SAP_HCP (Cloud for Portal),Coding & Development
200,ACTIVE,SAP_Portal,SAP,,Coding & Development
201,ACTIVE,SAP_PP,SAP,,Coding & Development
202,ACTIVE,SAP_Project Manager,SAP,,Coding & Development
203,ACTIVE,SAP_PS,SAP,,Coding & Development
204,ACTIVE,SAP_SD,SAP,SAP_SD_CS,Coding & Development
205,ACTIVE,SAP_SD,SAP,SAP_SD_GTM,Coding & Development
206,ACTIVE,SAP_SD,SAP,SAP_SD_GTS,Coding & Development
207,ACTIVE,SAP_SD,SAP,SAP_SD_LE,Coding & Development
208,ACTIVE,SAP_Service Desk Analyst,SAP,,Coding & Development
209,ACTIVE,SAP_SF (Successfactor),SAP,SAP_SF_EC,Coding & Development
210,ACTIVE,SAP_SF (Successfactor),SAP,SAP_SF_PM-GM,Coding & Development
211,ACTIVE,SAP_SRM,SAP,SAP_SRM,Coding & Development
212,ACTIVE,SAP_SRM,SAP,SAP_SRM_CCM,Coding & Development
213,ACTIVE,SAP_SRM,SAP,SAP_SRM_MDM,Coding & Development
214,ACTIVE,SAP_TPM,SAP,SAP_BP,Coding & Development
215,ACTIVE,SAP_TPM,SAP,SAP_IBP,Coding & Development
216,ACTIVE,SAP_TPM,SAP,SAP_TCM-Dispute Management,Coding & Development
217,ACTIVE,SAP_TPM,SAP,SAP_TPM,Coding & Development
218,ACTIVE,SAP_UI5,SAP,,Coding & Development
219,ACTIVE,SAP_WM/EWM,SAP,,Coding & Development
220,ACTIVE,SAP_XI/PI,SAP,SAP_HCI (Cloud Integrations),Coding & Development
221,ACTIVE,SAP_XI/PI,SAP,SAP_PI (Core),Coding & Development
222,ACTIVE,SAP_XI/PI,SAP,SAP_PO (BPM & BRM),Coding & Development
223,ACTIVE,SAP_XI/PI,SAP,,Coding & Development
224,ACTIVE,ALM,Microsoft,Visual Studio 2015,Coding & Development
225,ACTIVE,Build Management,Microsoft,"MS Build, Scripting",Coding & Development
226,ACTIVE,Change Management,Microsoft,"TFS, Git",Coding & Development
227,ACTIVE,Code Static Analysis,Microsoft,Fxcop,Coding & Development
228,ACTIVE,Code Static Analysis,Microsoft,Resharper,Coding & Development
229,ACTIVE,Code Static Analysis,Microsoft,Sonar,Coding & Development
230,ACTIVE,Code Static Analysis,Microsoft,Style Cop,Coding & Development
231,ACTIVE,Contineous Integration,Microsoft,"TFS, VSO",Coding & Development
232,ACTIVE,Framework,Microsoft,.Net 2.0/3.0/4.0/4.5,Coding & Development
233,ACTIVE,Framework,Microsoft,.Net Compact Framework 3.5/3.7,Coding & Development
234,ACTIVE,Framework,Microsoft,.Net Core 5,Coding & Development
235,ACTIVE,Framework,Microsoft,.Net runtime 4.6,Coding & Development
236,ACTIVE,Framework,Microsoft,"Ado.Net, Linq To SQL, Dapper.Net",Coding & Development
237,ACTIVE,Framework,Microsoft,AngularJS,Coding & Development
238,ACTIVE,Framework,Microsoft,Asp.Net MVC 3.0/4.0/5.0,Coding & Development
239,ACTIVE,Framework,Microsoft,Asp.Net MVC 6.0,Coding & Development
240,ACTIVE,Framework,Microsoft,Asp.Net WebForms 2.0/3.5/4.0/4.5/4.5.1/4.5.2/5,Coding & Development
241,ACTIVE,Framework,Microsoft,EF 3.5/4.0/5.0/6.0/7.0,Coding & Development
242,ACTIVE,Framework,Microsoft,Jquery,Coding & Development
243,ACTIVE,Framework,Microsoft,Modernizr,Coding & Development
244,ACTIVE,Framework,Microsoft,Nhibernate,Coding & Development
245,ACTIVE,Framework,Microsoft,Node.js,Coding & Development
246,ACTIVE,Framework,Microsoft,"RabbitMQ, MSMQ, Service Broker",Coding & Development
247,ACTIVE,Framework,Microsoft,"Reddis,AppFabric,Memed cache",Coding & Development
248,ACTIVE,Framework,Microsoft,SignalR,Coding & Development
249,ACTIVE,Framework,Microsoft,"SMTP, Sendgrid",Coding & Development
250,ACTIVE,Framework,Microsoft,"Unity, MEF,AutoFac,.Net Integrated Framework",Coding & Development
251,ACTIVE,Framework,Microsoft,"WCF, Web API",Coding & Development
252,ACTIVE,Framework,Microsoft,WF,Coding & Development
253,ACTIVE,Framework,Microsoft,Window Service,Coding & Development
254,ACTIVE,Framework,Microsoft,WinForms,Coding & Development
255,ACTIVE,Framework,Microsoft,WPF,Coding & Development
256,ACTIVE,IOT,Microsoft,Window 10 IOT SDK,Coding & Development
257,ACTIVE,Logging framework,Microsoft,.Net integrated framework,Coding & Development
258,ACTIVE,Logging framework,Microsoft,Log4Net,Coding & Development
259,ACTIVE,Logging framework,Microsoft,Nlog,Coding & Development
260,ACTIVE,Package Manger ( Server),Microsoft,Nuget,Coding & Development
261,ACTIVE,Package Manger (Client),Microsoft,"Gulp,npm",Coding & Development
262,ACTIVE,Packaging,Microsoft,"VS Package, Wix , Xcopy, ClickOnce",Coding & Development
263,ACTIVE,Programming Language,Microsoft,C#,Coding & Development
264,ACTIVE,Programming Language,Microsoft,VB,Coding & Development
265,ACTIVE,RAD,Microsoft,"T4 Template, Scaffolding",Coding & Development
266,ACTIVE,Release Mangement,Microsoft,Visual Studio InRelease,Coding & Development
267,ACTIVE,Script Language,Microsoft,Batch file,Coding & Development
268,ACTIVE,Script Language,Microsoft,Javascript,Coding & Development
269,ACTIVE,Script Language,Microsoft,Powershell,Coding & Development
270,ACTIVE,Script Language,Microsoft,T-SQL,Coding & Development
271,ACTIVE,Security/Access Control,Microsoft,Asp.net Identity,Coding & Development
272,ACTIVE,Server ( Data),Microsoft,SQL Server 2010/2012/2014/2016,Coding & Development
273,ACTIVE,Server (Integration and workflow),Microsoft,Biztalk Server 2015,Coding & Development
274,ACTIVE,Server (Web),Microsoft,IIS 6.0/7.0/7.5/8.0/8.5/10.0,Coding & Development
275,ACTIVE,Server(CMS),Microsoft,"SharePoint,SiteCore,DNN",Coding & Development
276,ACTIVE,Tools ( CRM),Microsoft,MS Dynamics 2010/2013/2015/online,Coding & Development
277,ACTIVE,Tools(Troubleshooting),Microsoft,"Fiddler,Soap Client",Coding & Development
278,ACTIVE,UI Development,Microsoft,CSS3,Coding & Development
279,ACTIVE,UI Development,Microsoft,HTML5,Coding & Development
280,ACTIVE,Virtualization,Microsoft,Hyper-V,Coding & Development
281,ACTIVE,Window Mobile,Microsoft,"UWP SDK,Window SDK, Cordova",Coding & Development
282,ACTIVE,Advanced Analytics,Analytics,Alteryx,Coding & Development
283,ACTIVE,Advanced Analytics,Analytics,Base SAS,Coding & Development
284,ACTIVE,Advanced Analytics,Analytics,Data Analysis,Coding & Development
285,ACTIVE,Advanced Analytics,Analytics,R Library,Coding & Development
286,ACTIVE,Advanced Analytics,Analytics,Revo R,Coding & Development
287,ACTIVE,Advanced Analytics,Analytics,Statistical Modelling,Coding & Development
288,ACTIVE,Advanced Analytics,Analytics,Web Analytics,Coding & Development
289,ACTIVE,Machine Learning,Analytics,Azure ML,Coding & Development
290,ACTIVE,Machine Learning,Analytics,Python,Coding & Development
291,ACTIVE,Advanced Vizualization,BI/Visualiztion,d3js,Coding & Development
292,ACTIVE,Advanced Vizualization,BI/Visualiztion,PowerBI,Coding & Development
293,ACTIVE,Advanced Vizualization,BI/Visualiztion,Qlikview,Coding & Development
294,ACTIVE,Advanced Vizualization,BI/Visualiztion,Tableau,Coding & Development
295,ACTIVE,Advanced Vizualization,BI/Visualiztion,TIBCO Spotfire,Coding & Development
296,ACTIVE,Appliance,BI/Visualiztion,Esri,Coding & Development
297,ACTIVE,Appliance,BI/Visualiztion,OBIA,Coding & Development
298,ACTIVE,Appliance,BI/Visualiztion,Oracle Hyperion Planning,Coding & Development
299,ACTIVE,Appliance,BI/Visualiztion,Oracle_Functional_Taleo,Coding & Development
300,ACTIVE,Appliance,BI/Visualiztion,PBBI,Coding & Development
301,ACTIVE,Business Intelligence,BI/Visualiztion,Cognos,Coding & Development
302,ACTIVE,Business Intelligence,BI/Visualiztion,Crytal Reports,Coding & Development
303,ACTIVE,Business Intelligence,BI/Visualiztion,Design Studio,Coding & Development
304,ACTIVE,Business Intelligence,BI/Visualiztion,JasperSoft,Coding & Development
305,ACTIVE,Business Intelligence,BI/Visualiztion,Lumira,Coding & Development
306,ACTIVE,Business Intelligence,BI/Visualiztion,Microstrategy,Coding & Development
307,ACTIVE,Business Intelligence,BI/Visualiztion,OBIEE,Coding & Development
308,ACTIVE,Business Intelligence,BI/Visualiztion,OBIEE+ (Hyperion),Coding & Development
309,ACTIVE,Business Intelligence,BI/Visualiztion,Panorama Necto,Coding & Development
310,ACTIVE,Business Intelligence,BI/Visualiztion,Pentaho BI,Coding & Development
311,ACTIVE,Business Intelligence,BI/Visualiztion,SAP BO Xcelsius,Coding & Development
312,ACTIVE,Business Intelligence,BI/Visualiztion,SAP Business Objects (BOXI),Coding & Development
313,ACTIVE,Business Intelligence,BI/Visualiztion,SQL Server Reporting Services (SSRS),Coding & Development
314,ACTIVE,Business Intelligence,BI/Visualiztion,SQL Server Reporting Services (SSRS),Coding & Development
315,ACTIVE,Business Intelligence,BI/Visualiztion,Webfocus,Coding & Development
316,ACTIVE,OLAP,BI/Visualiztion,SSAS,Coding & Development
317,ACTIVE,Data Integration/ELT,Big Data,Denodo,Coding & Development
318,ACTIVE,Data Integration/ELT,Big Data,Dundas,Coding & Development
319,ACTIVE,Data Platform,Big Data,Composite,Coding & Development
320,ACTIVE,Data Platform,Big Data,Hadoop (Apache),Coding & Development
321,ACTIVE,Data Platform,Big data,Map Reduce,Coding & Development
322,ACTIVE,Data Platform,Big data,Spark,Coding & Development
323,ACTIVE,Data Platform,Big Data,Splunk,Coding & Development
324,ACTIVE,Hadoop,Big Data,Hadoop (DAS),Coding & Development
325,ACTIVE,NoSQL Database,Big data,Cassandra,Coding & Development
326,ACTIVE,NoSQL Database,Big data,Cloudera,Coding & Development
327,ACTIVE,NoSQL Database,Big data,Couchbase,Coding & Development
328,ACTIVE,NoSQL Database,Big Data,DynamoDB,Coding & Development
329,ACTIVE,NoSQL Database,Big data,MongoDB,Coding & Development
330,ACTIVE,NoSQL Database,Big Data,RedShift,Coding & Development
331,ACTIVE,Programming/Scripting,Big data,Hive,Coding & Development
332,ACTIVE,Programming/Scripting,Big data,Pig,Coding & Development
333,ACTIVE,Programming/Scripting,Big data,Scala,Coding & Development
334,ACTIVE,Appliance,Data Management,InfoSphere pure view (Netezza),Coding & Development
335,ACTIVE,Appliance,Data Management,Murex,Coding & Development
336,ACTIVE,Appliance,Data Management,Teradata,Coding & Development
337,ACTIVE,Architecture,Data Management,Database Architecture,Coding & Development
338,ACTIVE,Architecture,Data Management,ETL Architecture,Coding & Development
339,ACTIVE,Architecture,Data Management,Oracle,Coding & Development
340,ACTIVE,Architecture,Data Management,SQL Server,Coding & Development
341,ACTIVE,Data Architecture,Data Management,Data Modeling,Coding & Development
342,ACTIVE,Data Modeling,Data Management,Toad,Coding & Development
343,ACTIVE,Database,Data Management,Oracle Exadata,Coding & Development
344,ACTIVE,Database,Data Management,Database Design,Coding & Development
345,ACTIVE,Database,Data Management,DB2,Coding & Development
346,ACTIVE,Database administration,Data Management,DB2,Coding & Development
347,ACTIVE,Database administration,Data Management,Oracle,Coding & Development
348,ACTIVE,Database administration,Data Management,SQL Server,Coding & Development
349,ACTIVE,Enterprise Data Management,Data Management,Cadis,Coding & Development
350,ACTIVE,ETL,Data Management,Ab Initio,Coding & Development
351,ACTIVE,ETL,Data Management,BODS/BODI,Coding & Development
352,ACTIVE,ETL,Data Management,Informatica,Coding & Development
353,ACTIVE,ETL,Data Management,InfoSphere Information Analyzer,Coding & Development
354,ACTIVE,ETL,Data Management,InfoSphere Information Server(DataStage),Coding & Development
355,ACTIVE,ETL,Data Management,InfoSphere QualityStage,Coding & Development
356,ACTIVE,ETL,Data Management,ODI,Coding & Development
357,ACTIVE,ETL,Data Management,OWB,Coding & Development
358,ACTIVE,ETL,Data Management,Pentaho Kettle,Coding & Development
359,ACTIVE,ETL,Data Management,SAS DI,Coding & Development
360,ACTIVE,ETL,Data Management,SQL Server Integration Services (SSIS),Coding & Development
361,ACTIVE,ETL,Data Management,SQL Server Integration Services (SSIS),Coding & Development
